comment_text,argument_text,label
414721685arg1,1
414721685arg2,1
414721643arg1,1
414721983arg4,1
414721876arg1,1
414721876arg2,1
414721718arg3,1
414721745arg4,1
414721745arg5,1
414721815arg6,1
414721972arg6,1
414721781arg4,1
414721781arg5,1
414721880arg1,1
414721880arg2,1
414721757arg4,1
414721757arg5,1
414721783arg4,1
414721783arg5,1
414721687arg1,1
414721765arg5,1
414721705arg3,1
414721893arg4,1
414721792arg5,1
414721901arg5,1
414721645arg1,1
414721645arg2,1
414721946arg3,1
414721944arg3,1
414721724arg3,1
414721867arg1,1
414721867arg2,1
414721824arg5,1
414721862arg1,1
414721862arg2,1
414721659arg1,1
414721712arg3,1
414721758arg4,1
414721845arg1,1
414721828arg5,1
414721870arg1,1
414721870arg2,1
414721914arg4,1
414721796arg6,1
414721670arg1,1
414721670arg2,1
414721674arg1,1
414721674arg2,1
414721898arg4,1
414721930arg3,1
414721865arg1,1
414721865arg2,1
414721651arg1,1
414721651arg2,1
414721646arg1,1
414721646arg2,1
414721847arg1,1
414721847arg2,1
414721768arg4,1
414721981arg5,1
414721798arg5,1
414721829arg5,1
414721761arg4,1
414721695arg1,1
414721695arg2,1
414721820arg6,1
414721653arg1,1
414721653arg2,1
414721702arg3,1
414721860arg1,1
414721860arg2,1
414721931arg3,1
414721728arg3,1
414721874arg1,1
414721874arg2,1
414721832arg6,1
414721863arg1,1
414721863arg2,1
414721663arg1,1
414721663arg2,1
414721694arg3,1
414721652arg1,1
414721652arg2,1
414721676arg1,1
414721777arg4,1
414721861arg1,1
414721869arg1,1
414721869arg2,1
414721720arg3,1
414721918arg4,1
414721918arg5,1
414721735arg3,1
414721650arg1,1
414721809arg5,1
414721809arg6,1
414721941arg3,1
414721738arg3,1
414721668arg1,1
414721668arg2,1
414721907arg4,1
414721948arg1,1
414721978arg5,1
414721716arg3,1
414721709arg3,1
414721799arg6,1
414721926arg3,1
414721677arg1,1
414721677arg2,1
414721852arg1,1
414721752arg4,1
414721878arg1,1
414721878arg2,1
414721890arg4,1
414721890arg5,1
414721802arg6,1
414721682arg1,1
414721970arg5,1
414721873arg1,1
414721873arg2,1
414721739arg3,1
414721770arg4,1
414721881arg1,1
414721881arg2,1
414721772arg4,1
414721990arg5,1
414721817arg5,1
414721657arg1,1
414721657arg2,1
414721875arg1,1
414721875arg2,1
414721910arg4,1
414721688arg1,1
414721649arg1,1
414721649arg2,1
414721879arg1,1
414721879arg2,1
414721924arg2,1
414721787arg4,1
414721836arg6,1
414721764arg4,1
414721713arg3,1
414721872arg1,1
414721872arg2,1
414721741arg3,1
414721956arg3,1
414721922arg3,1
414721669arg1,1
414721669arg2,1
414721830arg5,1
414721917arg4,1
414721848arg1,1
414721848arg2,1
414721655arg1,1
414721655arg2,1
414721737arg3,1
414721977arg5,1
414721977arg6,1
414721658arg1,1
414721658arg2,1
414721939arg3,1
414721883arg4,1
414721769arg4,1
414721887arg4,1
414721942arg3,1
414721754arg4,1
414721662arg1,1
414721662arg2,1
414721725arg1,1
414721854arg2,1
414721886arg4,1
414721844arg1,1
414721763arg4,1
414721763arg5,1
414721779arg4,1
414721864arg1,1
414721864arg2,1
414721895arg4,1
414721654arg1,1
414721654arg2,1
414721789arg4,1
414721698arg3,1
414721684arg1,1
414721888arg4,1
414721888arg5,1
414721950arg3,1
414721952arg3,1
414721795arg4,1
414721721arg3,1
414721749arg4,1
414721858arg1,1
414721858arg2,1
414721891arg4,1
414721927arg3,1
414721753arg4,1
414721855arg1,1
414721678arg1,1
414721722arg3,1
414721915arg4,1
414721915arg5,1
414721756arg4,1
414721665arg1,1
414721665arg2,1
414721871arg1,1
414721871arg2,1
414721656arg1,1
414721656arg2,1
414721853arg1,1
414721853arg2,1
414721672arg1,1
414721672arg2,1
414721923arg3,1
414721935arg3,1
414721747arg4,1
414721747arg5,1
414721920arg4,1
414721859arg1,1
414721859arg2,1
414721703arg3,1
414721679arg1,1
414721940arg3,1
414721760arg4,1
414721778arg4,1
414721894arg4,1
414721788arg4,1
414721967arg5,1
414721691arg1,1
414721691arg2,1
414721856arg1,1
414721856arg2,1
414721889arg4,1
414721947arg3,1
414721751arg4,1
414721751arg5,1
414721982arg5,1
414721933arg3,1
414721786arg4,1
414721976arg6,1
414721667arg1,1
414721905arg4,1
414721851arg1,1
414721851arg2,1
414721877arg1,1
414721877arg2,1
414721911arg4,1
414721644arg1,1
414721644arg2,1
414721837arg6,1
414721664arg1,1
414721664arg2,1
414721707arg3,1
414721743arg4,1
414721979arg5,1
414721780arg5,1
414721671arg1,1
414721671arg2,1
414721699arg3,1
414721714arg3,1
414721647arg1,1
414721647arg2,1
414721849arg1,1
414721755arg4,1
414721755arg5,1
414721987arg5,1
414721794arg5,1
414721932arg1,1
414721932arg2,1
414721962arg5,1
414721729arg3,1
414721934arg3,1
414721661arg1,1
414721661arg2,1
414721963arg5,1
414721727arg3,1
414721974arg5,1
414721974arg6,1
414721701arg3,1
414721843arg1,1
414721843arg2,1
414721683arg1,1
414721683arg2,1
414721660arg1,1
414721660arg2,1
414721892arg4,1
414721892arg5,1
414721774arg4,1
414721943arg3,1
414721711arg3,1
414721945arg2,1
414721833arg5,1
414721697arg3,1
414721681arg1,1
414721681arg2,1
414721790arg4,1
414721842arg1,1
414721842arg2,1
414721909arg4,1
414721717arg3,1
414721690arg2,1
414721913arg4,1
414721673arg1,1
414721921arg4,1
414721813arg5,1
414721730arg3,1
414721850arg1,1
414721846arg1,1
414721846arg2,1
414721744arg4,1
414721899arg4,1
414721899arg5,1
414721675arg1,1
414721675arg2,1
414721666arg1,1
414721666arg2,1
414721689arg1,1
414721689arg2,1
414721708arg3,1
414721961arg6,1
414721912arg4,1
414721732arg3,1
414721953arg3,1
414721900arg4,1
414721692arg3,1
414721734arg3,1
414721686arg1,1
414721896arg4,1
414721954arg3,1
414721680arg1,1
